ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	SPOT_ID
17105130	0.526202	4.21e-02	2.13900281	-3.89276	2.00e-01		ENST00000329312
16980806	0.526202	4.21e-02	-2.13889253	-3.89295	-1.78e-01	NM_002669	
16900628	0.526208	4.21e-02	2.13877698	-3.89315	2.20e-01	NM_016466	
16828270	0.527132	4.22e-02	-2.13783264	-3.89478	-3.55e-01		TCONS_00025055-XLOC_012009
17005742	0.527437	4.23e-02	2.13744705	-3.89545	2.41e-01	NM_006353	
16843462	0.527468	4.23e-02	2.13730938	-3.89568	2.36e-01	NM_000286	
16726876	0.527569	4.23e-02	2.13700999	-3.8962	4.02e-01		TCONS_l2_00004559-XLOC_l2_002349
17091312	0.527569	4.23e-02	2.13699651	-3.89623	1.66e-01	NM_032928	
16762443	0.527606	4.23e-02	2.13685303	-3.89647	3.06e-01		ENST00000411018
16900044	0.527886	4.23e-02	-2.13649027	-3.8971	-1.94e-01		ENST00000365142
16653137	0.527987	4.24e-02	-2.13612725	-3.89773	-5.06e-01		--normgene->intron
16987428	0.527987	4.24e-02	2.13603183	-3.89789	2.05e-01		TCONS_00010749-XLOC_004478
16656657	0.527987	4.24e-02	-2.13601988	-3.89791	-5.99e-01		--normgene->intron
16971431	0.527987	4.24e-02	-2.13593103	-3.89806	-1.83e-01		--normgene->exon
16830158	0.527987	4.24e-02	2.13584708	-3.89821	2.71e-01	NM_015253	
16787920	0.528454	4.24e-02	2.13531661	-3.89913	2.59e-01	NR_015340	
16731559	0.528899	4.25e-02	2.13471032	-3.90017	2.20e-01		ENST00000537491
16932483	0.528899	4.25e-02	-2.13469544	-3.9002	-3.20e-01		TCONS_00029446-XLOC_014300
16685958	0.528956	4.25e-02	-2.13453392	-3.90048	-1.45e-01	NM_001198851	
17011627	0.529064	4.25e-02	2.13432663	-3.90083	1.90e-01		ENST00000414000
16761187	0.529093	4.26e-02	2.13395174	-3.90148	1.84e-01		TCONS_00020713-XLOC_010012
17087584	0.529093	4.26e-02	2.13385233	-3.90165	3.55e-01		chr9(+):103115318-103156151
16696120	0.529093	4.26e-02	2.13377692	-3.90178	4.29e-01		ENST00000367817
17088511	0.529093	4.26e-02	-2.13375397	-3.90182	-2.86e-01	NM_012210	
16866280	0.529093	4.26e-02	2.13366363	-3.90198	2.17e-01		ENST00000516402
16650949	0.529093	4.26e-02	2.13353816	-3.90219	4.12e-01		--normgene->intron
17044253	0.529093	4.26e-02	-2.1332772	-3.90264	-4.37e-01		ENST00000258733
17089542	0.529093	4.26e-02	2.13316618	-3.90284	2.13e-01		ENST00000372994
16670743	0.529093	4.26e-02	2.13309775	-3.90295	1.94e-01		ENST00000368918
16860392	0.529093	4.26e-02	2.13306695	-3.90301	2.18e-01		TCONS_00026982-XLOC_013031
16677425	0.529093	4.26e-02	2.13302215	-3.90308	2.49e-01	NM_016343	
16786446	0.529093	4.27e-02	2.13290056	-3.90329	2.50e-01	NM_182894	
16690036	0.529093	4.27e-02	2.13277475	-3.90351	2.51e-01		ENST00000370176
16764109	0.529093	4.27e-02	-2.13269689	-3.90365	-6.91e-01		--normgene->exon
16836204	0.529093	4.27e-02	-2.13254314	-3.90391	-2.47e-01	NM_032559	
17001147	0.529093	4.27e-02	-2.13239504	-3.90417	-3.03e-01		ENST00000364553
17113511	0.529093	4.27e-02	-2.13236933	-3.90421	-2.35e-01		ENST00000384306
16873227	0.529093	4.27e-02	2.13229489	-3.90434	2.08e-01	AK126781	
16763295	0.529093	4.27e-02	2.13220949	-3.90449	3.04e-01	NM_153026	
16790472	0.529199	4.27e-02	2.1320045	-3.90484	1.99e-01		--normgene->exon
17108943	0.529636	4.28e-02	2.13121828	-3.90619	2.74e-01		ENST00000381042
16985026	0.529636	4.28e-02	2.13115776	-3.9063	2.38e-01		TCONS_00010695-XLOC_004398
16816343	0.529636	4.28e-02	-2.13092572	-3.9067	-1.52e-01	NM_006985	
17115692	0.529636	4.29e-02	2.1307317	-3.90703	1.85e-01	NM_001166462	
16676738	0.529636	4.29e-02	2.13071524	-3.90706	1.52e-01	NM_000715	
16721124	0.529636	4.29e-02	2.13063714	-3.9072	3.13e-01		ENST00000384249
17106811	0.529636	4.29e-02	2.13059015	-3.90728	1.90e-01		ENST00000410586
17027898	0.529636	4.29e-02	-2.13058905	-3.90728	-1.41e-01		ENST00000413083
17124778	0.529636	4.29e-02	-2.13058888	-3.90728	-1.82e-01		--rescue
16669796	0.529636	4.29e-02	-2.13050959	-3.90742	-2.73e-01	NM_006472	
16984010	0.529636	4.29e-02	-2.13039304	-3.90762	-2.68e-01		ENST00000303115
16766283	0.529636	4.29e-02	-2.13011229	-3.9081	-1.81e-01	NM_006601	
16759192	0.529636	4.29e-02	2.1300079	-3.90828	2.47e-01		TCONS_00021257-XLOC_009955
16946663	0.529636	4.29e-02	2.12998516	-3.90832	1.75e-01		chr3(+):147104754-147105240
16738628	0.529636	4.29e-02	2.12996633	-3.90835	3.70e-01	NM_001005218	
16768094	0.529721	4.29e-02	-2.12970231	-3.90881	-1.91e-01		TCONS_00020858-XLOC_010141
16895118	0.529721	4.29e-02	-2.12967076	-3.90886	-2.11e-01	NM_017552	
17065375	0.529804	4.30e-02	2.12946796	-3.90921	2.02e-01		ENST00000401375
16977362	0.529804	4.30e-02	2.12933802	-3.90944	1.70e-01		ENST00000365570
16861367	0.529804	4.30e-02	2.1292677	-3.90956	2.48e-01	NM_001281	
16736760	0.530193	4.30e-02	2.12870351	-3.91053	1.51e-01		ENST00000524858
16907198	0.530193	4.30e-02	-2.12869655	-3.91054	-1.59e-01	NM_173822	
16663809	0.530193	4.30e-02	-2.1285902	-3.91072	-1.15		--normgene->exon
17118802	0.530206	4.31e-02	-2.12840377	-3.91104	-1.86e-01		--rescue
16705800	0.530206	4.31e-02	-2.12835964	-3.91112	-1.79e-01		TCONS_00017840-XLOC_008508
17021813	0.531015	4.31e-02	2.12752524	-3.91256	1.83e-01		TCONS_00012226-XLOC_005784
17050050	0.531129	4.32e-02	2.12728524	-3.91297	1.73e-01		ENST00000476569
16905963	0.531129	4.32e-02	2.12716014	-3.91319	3.77e-01	NM_173648	
17020174	0.531129	4.32e-02	-2.12699116	-3.91348	-1.99e-01	NM_001498	
16869550	0.531129	4.32e-02	2.12698551	-3.91349	2.15e-01		ENST00000547589
17125728	0.531137	4.32e-02	-2.1268198	-3.91377	-2.44e-01		--rescue
16949099	0.531137	4.32e-02	2.12676028	-3.91387	2.06e-01	NM_001009921	
17005072	0.531138	4.32e-02	2.12658941	-3.91417	7.50e-01		ENST00000364497
16736014	0.531138	4.32e-02	-2.12654065	-3.91425	-1.27e-01	NM_016451	
17018382	0.531498	4.33e-02	2.12610921	-3.915	2.11e-01		TCONS_00012702-XLOC_005690
16879241	0.53172	4.33e-02	2.12564039	-3.9158	2.33e-01		TCONS_00004755-XLOC_001435
16714798	0.53172	4.33e-02	-2.12550859	-3.91603	-1.70e-01	NM_032776	
16772334	0.53172	4.33e-02	-2.1254876	-3.91606	-2.55e-01		ENST00000362714
16705258	0.53172	4.33e-02	2.1252895	-3.91641	3.34e-01	NR_027182	
17021752	0.53172	4.34e-02	-2.12515161	-3.91664	-4.52e-01		ENST00000410146
16651729	0.53172	4.34e-02	-2.12504204	-3.91683	-3.58e-01		--normgene->intron
16694960	0.53172	4.34e-02	2.12467298	-3.91747	1.58e-01	NM_030764	
17112623	0.53172	4.34e-02	-2.12465677	-3.91749	-2.50e-01		ENST00000455616
16975671	0.53172	4.34e-02	2.12461944	-3.91756	1.67e-01	NM_006587	
16787929	0.53172	4.34e-02	-2.12461593	-3.91756	-1.90e-01	NR_015415	
16801487	0.53172	4.34e-02	2.12461278	-3.91757	1.78e-01		ENST00000356113
16821004	0.53172	4.34e-02	2.12456272	-3.91766	2.39e-01		ENST00000557393
17109211	0.53172	4.34e-02	2.12417071	-3.91833	1.78e-01	NM_001018113	
17050194	0.53172	4.34e-02	-2.12416011	-3.91835	-1.66e-01	NM_005295	
17122790	0.53172	4.35e-02	2.12398927	-3.91864	2.13e-01		--rescue
17087012	0.53172	4.35e-02	2.12394045	-3.91873	2.90e-01		ENST00000395395
16999117	0.53172	4.35e-02	2.1239314	-3.91874	1.69e-01		TCONS_00009757-XLOC_004962
16842572	0.53172	4.35e-02	-2.12383302	-3.91891	-2.27e-01	NR_028334	
16788542	0.53172	4.35e-02	2.1237029	-3.91913	1.83e-01	NR_024149	
16936408	0.53172	4.35e-02	2.12349369	-3.91949	2.02e-01		ENST00000215659
16651369	0.53172	4.35e-02	-2.12336256	-3.91972	-5.04e-01		--normgene->intron
16665536	0.53172	4.35e-02	-2.12316128	-3.92007	-5.34e-01	NM_032437	
16745573	0.53172	4.35e-02	-2.12313796	-3.92011	-2.05e-01		TCONS_00019787-XLOC_009584
16923834	0.53172	4.35e-02	-2.12305747	-3.92024	-2.32e-01		ENST00000423045
16826468	0.53172	4.36e-02	2.12269107	-3.92087	1.94e-01		TCONS_00024644-XLOC_011937
17067885	0.53172	4.36e-02	-2.12265398	-3.92094	-1.72e-01		chr8(+):37439300-37440484
16904734	0.53172	4.36e-02	2.12236419	-3.92144	3.36e-01		ENST00000459595
16951043	0.53172	4.36e-02	2.12226196	-3.92161	2.44e-01		TCONS_00006447-XLOC_003055
17124870	0.53172	4.36e-02	2.12223122	-3.92167	1.81e-01		--rescue
16866702	0.53172	4.36e-02	2.12215583	-3.92179	1.69e-01	NM_203304	
16702385	0.53172	4.36e-02	2.12215092	-3.9218	1.53e-01		TCONS_00017701-XLOC_008388
17024172	0.53172	4.36e-02	-2.12214155	-3.92182	-3.87e-01	NR_049793	
16925321	0.53172	4.36e-02	-2.1221035	-3.92188	-2.01e-01	BC049386	
16921865	0.53172	4.36e-02	2.12209745	-3.9219	2.90e-01		ENST00000456904
17119726	0.53172	4.36e-02	-2.12204665	-3.92198	-2.39e-01		--rescue
16711380	0.53172	4.36e-02	-2.12195419	-3.92214	-1.93e-01		TCONS_00017911-XLOC_008706
16729100	0.53172	4.37e-02	-2.12186477	-3.92229	-2.69e-01		ENST00000529304
17097780	0.53172	4.37e-02	2.12149489	-3.92293	1.86e-01		ENST00000516038
16831278	0.53172	4.37e-02	-2.12135706	-3.92317	-3.66e-01	NR_003261	
16889530	0.53172	4.37e-02	-2.1212159	-3.92341	-3.50e-01		ENST00000260967
17122912	0.53172	4.37e-02	2.12114437	-3.92353	3.55e-01		--rescue
16754394	0.53172	4.37e-02	-2.12114317	-3.92354	-3.61e-01		chr12(+):76424274-76425158
17118856	0.53172	4.37e-02	-2.12097767	-3.92382	-2.16e-01		--rescue
16674436	0.53172	4.37e-02	2.12087063	-3.924	1.79e-01	AK302665	
16678328	0.53172	4.38e-02	2.12077265	-3.92417	7.41e-01		--normgene->exon
17097711	0.53172	4.38e-02	2.12074435	-3.92422	1.85e-01		TCONS_00016469-XLOC_007835
16892907	0.53172	4.38e-02	2.12068263	-3.92433	2.28e-01	NM_015893	
16652791	0.53172	4.38e-02	-2.12048071	-3.92467	-5.80e-01		--normgene->intron
16942469	0.53172	4.38e-02	2.12035911	-3.92488	1.37e-01		TCONS_00006874-XLOC_002688
16993501	0.53172	4.38e-02	2.12030999	-3.92497	2.26e-01		ENST00000363685
16813851	0.53172	4.38e-02	-2.12030775	-3.92497	-1.38e-01		TCONS_00023836-XLOC_011610
16952979	0.53172	4.38e-02	2.12026651	-3.92504	2.11e-01		ENST00000460241
16974117	0.531949	4.38e-02	-2.11983666	-3.92578	-1.87e-01	NM_001085382	
16730467	0.531949	4.39e-02	-2.11966282	-3.92608	-4.34e-01	NM_032021	
16865554	0.531949	4.39e-02	-2.1194759	-3.9264	-2.87e-01	NM_004829	
16821619	0.531949	4.39e-02	2.11944544	-3.92645	2.83e-01		--normgene->exon
16778310	0.531949	4.39e-02	2.11944289	-3.92646	2.58e-01		ENST00000448887
16863344	0.531949	4.39e-02	-2.11928439	-3.92673	-2.20e-01	NM_017659	
17047868	0.531949	4.39e-02	-2.11921757	-3.92684	-1.92e-01	NM_000840	
16658281	0.531949	4.39e-02	2.11919596	-3.92688	1.57e-01		TCONS_00000827-XLOC_000035
16729517	0.531949	4.39e-02	2.11889873	-3.92739	1.73e-01	BC008359	
16771855	0.531949	4.39e-02	2.11867512	-3.92777	2.81e-01	NM_020845	
17026241	0.531949	4.40e-02	2.11856989	-3.92795	2.31e-01	NM_001198815	
17030541	0.531949	4.40e-02	2.11856989	-3.92795	2.31e-01	NM_001198815	
17038025	0.531949	4.40e-02	2.11856989	-3.92795	2.31e-01	NM_001198815	
16947018	0.531949	4.40e-02	-2.11848136	-3.92811	-3.41e-01		ENST00000363124
16966071	0.531949	4.40e-02	2.11844401	-3.92817	3.14e-01		TCONS_00007517-XLOC_003515
16656989	0.532204	4.40e-02	-2.11810744	-3.92875	-4.45e-01		--normgene->intron
17089104	0.532252	4.40e-02	-2.11790456	-3.9291	-2.46e-01		ENST00000458261
17002278	0.532252	4.40e-02	-2.11774644	-3.92937	-2.72e-01	NM_024007	
16696114	0.532252	4.40e-02	-2.11774145	-3.92938	-1.69e-01	NM_003175	
17125044	0.532305	4.41e-02	-2.11745348	-3.92987	-1.55e-01		--rescue
17046091	0.532305	4.41e-02	2.116988	-3.93067	1.94e-01	NM_182595	
17105005	0.532305	4.41e-02	2.11678639	-3.93102	3.05e-01		chrX(+):77083073-77084655
16679799	0.532305	4.41e-02	2.11673248	-3.93111	3.61e-01	NM_001004696	
16737976	0.532305	4.42e-02	2.11649079	-3.93152	2.42e-01	NM_000256	
16804414	0.532305	4.42e-02	2.11648272	-3.93154	3.50e-01		TCONS_00024001-XLOC_011341
16662047	0.532305	4.42e-02	2.11644098	-3.93161	2.68e-01	NM_032648	
17120090	0.532305	4.42e-02	-2.11639178	-3.93169	-5.63e-01		--rescue
16999176	0.532305	4.42e-02	2.11638307	-3.93171	2.40e-01		ENST00000516166
16754729	0.532305	4.42e-02	2.1163305	-3.9318	2.60e-01		ENST00000548058
17020736	0.532305	4.42e-02	2.1160971	-3.9322	2.36e-01	NR_036244	
16921174	0.532305	4.42e-02	-2.11606438	-3.93225	-1.96e-01		TCONS_00028469-XLOC_013842
17006761	0.532305	4.42e-02	-2.11601191	-3.93235	-3.50e-01		ENST00000364337
17079434	0.532305	4.42e-02	-2.11585383	-3.93262	-4.58e-01	NR_002581	
17079435	0.532305	4.42e-02	-2.11585383	-3.93262	-4.58e-01		--normgene->exon
17122920	0.532305	4.42e-02	-2.11575752	-3.93278	-1.99e-01		--rescue
16702633	0.532305	4.42e-02	2.11567093	-3.93293	1.52e-01		ENST00000412388
16934429	0.532305	4.42e-02	-2.11564416	-3.93298	-2.74e-01		TCONS_00029901-XLOC_014361
16908782	0.532305	4.42e-02	2.11563103	-3.933	1.61e-01	NM_012100	
16716239	0.532305	4.42e-02	-2.11553097	-3.93317	-2.38e-01	NM_005271	
16891373	0.532305	4.43e-02	2.11539195	-3.93341	1.74e-01	NM_182847	
16948967	0.532305	4.43e-02	-2.11521761	-3.93371	-3.17e-01	NR_003055	
17122744	0.532305	4.43e-02	2.11521238	-3.93372	2.64e-01		--rescue
16837721	0.532305	4.43e-02	2.11511858	-3.93388	2.55e-01	NM_024585	
16854406	0.532461	4.43e-02	-2.11486861	-3.93431	-6.75e-01		ENST00000517037
16735801	0.532461	4.43e-02	2.11459606	-3.93477	1.42e-01	NM_001172705	
16691574	0.532461	4.43e-02	2.11456781	-3.93482	2.15e-01		ENST00000410277
16721683	0.532461	4.43e-02	-2.11452398	-3.9349	-7.05e-01		--normgene->exon
16978661	0.532461	4.43e-02	2.11444357	-3.93503	2.27e-01		ENST00000341695
16653023	0.532584	4.44e-02	2.11422634	-3.93541	4.14e-01		--normgene->intron
17102955	0.532598	4.44e-02	-2.11400187	-3.93579	-3.18e-01	NM_006915	
16730576	0.532598	4.44e-02	2.11400011	-3.9358	1.95e-01		chr11(+):102511869-102554644
16657337	0.532821	4.44e-02	2.11369335	-3.93632	4.52e-01		--normgene->intron
16975201	0.533145	4.45e-02	2.11315166	-3.93725	4.14e-01		ENST00000410298
16779024	0.533145	4.45e-02	-2.11309053	-3.93735	-2.88e-01	NM_001268	
16844653	0.533145	4.45e-02	-2.1130826	-3.93737	-3.52e-01	NM_002279	
17059616	0.533274	4.45e-02	2.1127693	-3.9379	2.83e-01	NM_006980	
16904972	0.533274	4.45e-02	-2.11268574	-3.93805	-4.25e-01		ENST00000516998
16692985	0.533274	4.45e-02	2.11260589	-3.93818	2.54e-01	NM_212551	
16726515	0.533274	4.45e-02	2.11242872	-3.93849	2.77e-01	NR_031602	
16651333	0.533274	4.45e-02	-2.11240151	-3.93854	-4.98e-01		--normgene->intron
16840703	0.533274	4.45e-02	2.11226391	-3.93877	2.21e-01	NM_004860	
16654431	0.533274	4.46e-02	2.11218144	-3.93891	3.49e-01		--normgene->intron
16712154	0.533274	4.46e-02	2.11202295	-3.93918	1.71e-01		ENST00000377921
16874072	0.533274	4.46e-02	2.11200681	-3.93921	2.97e-01	NM_000148	
16757681	0.533348	4.46e-02	2.11175742	-3.93964	1.98e-01		chr12(+):117890817-117894791
17099980	0.533348	4.46e-02	-2.11172765	-3.93969	-2.37e-01	NM_014866	
17010351	0.533413	4.46e-02	2.11143428	-3.94019	3.35e-01		TCONS_00011856-XLOC_005347
17074449	0.533413	4.46e-02	2.11135993	-3.94032	3.00e-01		ENST00000520004
16956254	0.533413	4.46e-02	2.11134949	-3.94034	1.31e-01		TCONS_00007190-XLOC_003162
17118854	0.533465	4.47e-02	-2.11086062	-3.94117	-2.16e-01		--rescue
17123162	0.533465	4.47e-02	2.11084921	-3.94119	1.86e-01		--rescue
17004388	0.533465	4.47e-02	-2.11076133	-3.94134	-1.59e-01	NM_003913	
17123422	0.533465	4.47e-02	2.11075421	-3.94136	1.32e-01		--rescue
16749316	0.533465	4.47e-02	2.11075094	-3.94136	2.02e-01	NM_001164746	
16893634	0.533465	4.47e-02	2.11032014	-3.9421	2.57e-01	NM_022134	
16900183	0.533465	4.47e-02	2.11028938	-3.94215	5.25e-01	NR_027238	
16794815	0.533465	4.47e-02	2.11028923	-3.94215	2.63e-01	NM_031464	
16690007	0.533465	4.47e-02	2.11006529	-3.94254	1.53e-01		TCONS_00001603-XLOC_000933
16678574	0.533465	4.48e-02	-2.10994414	-3.94274	-2.18e-01		TCONS_00001322-XLOC_000604
16782744	0.533465	4.48e-02	2.10992273	-3.94278	2.51e-01	NM_001184739	
16921224	0.533465	4.48e-02	-2.10992123	-3.94278	-2.76e-01	Y15065	
16675790	0.533465	4.48e-02	-2.10985205	-3.9429	-1.92e-01		TCONS_00001243-XLOC_000523
16922275	0.533465	4.48e-02	2.1097621	-3.94306	1.73e-01	NM_005534	
16778450	0.533465	4.48e-02	2.10964902	-3.94325	3.93e-01	NR_036127	
17021829	0.533465	4.48e-02	2.1095482	-3.94342	1.53e-01		ENST00000384579
16934847	0.533465	4.48e-02	-2.10928319	-3.94388	-2.80e-01		ENST00000456099
16921871	0.533465	4.48e-02	-2.10908639	-3.94421	-2.78e-01		ENST00000384075
17016600	0.533465	4.48e-02	2.10908251	-3.94422	3.31e-01		ENST00000530247
16707376	0.533465	4.49e-02	2.10886176	-3.9446	2.50e-01		TCONS_00018285-XLOC_008563
16666931	0.533465	4.49e-02	2.1087976	-3.94471	1.85e-01		TCONS_00001017-XLOC_000282
16871051	0.533465	4.49e-02	2.10879714	-3.94471	2.19e-01	NM_006003	
16656581	0.533465	4.49e-02	-2.10877343	-3.94475	-6.74e-01		--normgene->intron
16681395	0.533465	4.49e-02	2.10854389	-3.94514	1.82e-01	NM_207420	
16660101	0.533465	4.49e-02	2.10843738	-3.94532	1.77e-01		ENST00000458798
16856998	0.533465	4.49e-02	2.1083419	-3.94549	3.24e-01	NM_133261	
17109808	0.533465	4.49e-02	2.10833356	-3.9455	3.71e-01	NM_024122	
16966026	0.533465	4.49e-02	2.10832818	-3.94551	2.90e-01	NM_138389	
16939555	0.533465	4.49e-02	-2.10816541	-3.94579	-3.12e-01		TCONS_00005997-XLOC_002623
16765878	0.533465	4.49e-02	2.10811664	-3.94587	2.11e-01		ENST00000554022
17069465	0.533866	4.50e-02	2.10765153	-3.94667	2.74e-01	NR_029669	
16829726	0.533947	4.50e-02	2.10747279	-3.94697	3.94e-01	NM_012373	
17054611	0.534036	4.50e-02	-2.10728743	-3.94729	-2.02e-01		TCONS_00014248-XLOC_006336
16835143	0.534202	4.51e-02	-2.10679156	-3.94814	-2.54e-01	NM_001002841	
16850625	0.534202	4.51e-02	-2.10662463	-3.94842	-2.11e-01	NM_170695	
16980005	0.534202	4.51e-02	-2.10659059	-3.94848	-1.97e-01		ENST00000274031
16651785	0.534202	4.51e-02	-2.10648947	-3.94866	-3.50e-01		--normgene->intron
17072920	0.534202	4.51e-02	2.10639481	-3.94882	2.78e-01	NM_003882	
17033704	0.534202	4.51e-02	-2.10637168	-3.94886	-2.93e-01		ENST00000454006
16908616	0.534202	4.51e-02	2.1063382	-3.94891	9.30e-01		--normgene->exon
16704542	0.534202	4.51e-02	-2.1062301	-3.9491	-1.64e-01	NM_018232	
16955115	0.534202	4.51e-02	2.10609323	-3.94933	2.20e-01		ENST00000391306
16819678	0.534202	4.51e-02	-2.10608185	-3.94935	-3.03e-01	NM_001126129	
16805190	0.534302	4.52e-02	-2.10570718	-3.94999	-3.58e-01		ENST00000408227
16715626	0.534302	4.52e-02	-2.10569781	-3.95001	-1.67e-01	XR_132936	
16969495	0.534302	4.52e-02	2.10560035	-3.95018	3.89e-01	NM_001184690	
17122448	0.534302	4.52e-02	-2.10556971	-3.95023	-3.75e-01		--rescue
16715892	0.534443	4.52e-02	2.10528191	-3.95072	1.46e-01	NM_007055	
16794313	0.534443	4.52e-02	2.10523202	-3.95081	3.41e-01		TCONS_00023123-XLOC_011061
17016017	0.534553	4.52e-02	2.10502825	-3.95115	1.95e-01		TCONS_00011459-XLOC_005631
16751165	0.53461	4.52e-02	2.10485624	-3.95145	1.56e-01	NM_005171	
16996419	0.53461	4.53e-02	2.10471178	-3.9517	1.47e-01		ENST00000502647
17120266	0.53461	4.53e-02	2.10448052	-3.95209	1.55e-01		--rescue
17125714	0.53461	4.53e-02	2.10446117	-3.95212	1.65e-01		--rescue
16855492	0.53461	4.53e-02	2.10445035	-3.95214	1.69e-01		--normgene->exon
16686088	0.53486	4.53e-02	2.10412117	-3.9527	1.68e-01	NM_001159936	
16651243	0.535065	4.53e-02	-2.10382035	-3.95322	-5.28e-01		--normgene->intron
16734333	0.535065	4.53e-02	2.1037273	-3.95338	2.42e-01		TCONS_00019559-XLOC_009354
16981157	0.535163	4.54e-02	2.10353363	-3.95371	2.20e-01	NM_001100389	
16776103	0.535213	4.54e-02	2.10338384	-3.95396	2.83e-01	NM_007129	
17078401	0.535268	4.54e-02	2.10308282	-3.95448	2.73e-01	BC037827	
16910295	0.535268	4.54e-02	2.10301752	-3.95459	2.87e-01		ENST00000418218
17097464	0.535268	4.54e-02	-2.10286169	-3.95486	-2.73e-01		ENST00000238379
17123038	0.535268	4.54e-02	-2.10280386	-3.95496	-3.17e-01		--rescue
16667778	0.535268	4.54e-02	2.10274886	-3.95505	1.98e-01		ENST00000415532
16963634	0.535268	4.54e-02	-2.10270348	-3.95513	-2.01e-01	NR_003291	
16956386	0.535348	4.55e-02	-2.10252695	-3.95543	-2.58e-01	NM_002941	
17014064	0.535381	4.55e-02	2.10239188	-3.95566	3.19e-01		ENST00000359775
16670079	0.535452	4.55e-02	-2.10217543	-3.95603	-2.63e-01	NR_002305	
16846742	0.535452	4.55e-02	2.10211859	-3.95613	2.13e-01		TCONS_00025242-XLOC_012521
16718755	0.535498	4.55e-02	-2.10197161	-3.95638	-2.01e-01		TCONS_00018610-XLOC_008959
16963567	0.535567	4.55e-02	2.10180509	-3.95666	2.82e-01	NM_001145642	
17054807	0.535689	4.55e-02	-2.10159075	-3.95703	-2.36e-01	NM_024963	
16689443	0.535702	4.56e-02	2.10147441	-3.95723	1.65e-01		TCONS_00000561-XLOC_000912
17118007	0.535835	4.56e-02	2.10106663	-3.95792	3.71e-01	AK130406	
16848739	0.535835	4.56e-02	-2.10104494	-3.95796	-4.64e-01	NM_016185	
16846339	0.535835	4.56e-02	2.10102536	-3.95799	1.46e-01		ENST00000502492
16927034	0.535835	4.56e-02	2.10083853	-3.95831	1.89e-01		ENST00000516131
17119906	0.535835	4.56e-02	2.10083095	-3.95832	4.10e-01		--rescue
17120018	0.535852	4.56e-02	2.10066513	-3.95861	1.49e-01		--rescue
16942165	0.535852	4.57e-02	2.10037943	-3.9591	1.41e-01		TCONS_00006033-XLOC_002674
16743432	0.535852	4.57e-02	-2.10028252	-3.95926	-7.76e-01		ENST00000536441
17013837	0.535852	4.57e-02	-2.10000887	-3.95973	-1.70e-01	XR_112928	
17068424	0.535852	4.57e-02	2.0998082	-3.96007	5.26e-01		chr8(+):41517959-41518026
17119688	0.535852	4.57e-02	2.0998082	-3.96007	5.26e-01		--rescue
16935510	0.535852	4.57e-02	-2.09970303	-3.96025	-3.78e-01	NR_039760	
16962277	0.535852	4.57e-02	2.099702	-3.96025	2.28e-01	NM_001166415	
16853375	0.535852	4.57e-02	-2.09961534	-3.9604	-6.78e-01		TCONS_00026389-XLOC_012738
16786167	0.535852	4.57e-02	-2.0995835	-3.96045	-2.04e-01	NM_000021	
16877987	0.535852	4.57e-02	-2.09957258	-3.96047	-2.95e-01		ENST00000233121
16978310	0.535852	4.57e-02	-2.09955768	-3.9605	-1.63e-01		ENST00000442697
16877760	0.535914	4.58e-02	-2.09939776	-3.96077	-3.42e-01		ENST00000384005
16675428	0.536159	4.58e-02	2.09883748	-3.96173	1.63e-01	NM_021023	
16910209	0.536159	4.58e-02	2.09862903	-3.96208	1.72e-01	NM_001102467	
17096304	0.536159	4.58e-02	2.09859382	-3.96214	3.17e-01		TCONS_l2_00029507-XLOC_l2_015303
16729126	0.536159	4.58e-02	-2.09849564	-3.96231	-2.26e-01	NR_000025	
16654895	0.536159	4.59e-02	-2.0983896	-3.96249	-6.01e-01		--normgene->intron
16655901	0.536159	4.59e-02	-2.09824789	-3.96273	-5.03e-01		--normgene->intron
17116908	0.536159	4.59e-02	-2.09804985	-3.96307	-2.11e-01	XM_002344201	
17104673	0.536159	4.59e-02	-2.09804711	-3.96307	-1.06		--normgene->exon
16853625	0.536159	4.59e-02	2.09797508	-3.9632	1.99e-01	NM_001143823	
16839254	0.536159	4.59e-02	-2.09794238	-3.96325	-2.70e-01	NM_015721	
16654663	0.536159	4.59e-02	-2.09787863	-3.96336	-3.88e-01		--normgene->intron
17018408	0.536159	4.59e-02	2.09787591	-3.96337	2.73e-01	NM_012391	
17107093	0.536159	4.59e-02	2.09782027	-3.96346	2.16e-01	BC041423	
17114382	0.536498	4.60e-02	-2.09736266	-3.96424	-3.33e-01	NM_001078173	
17050995	0.536498	4.60e-02	2.09712781	-3.96464	1.81e-01		TCONS_00013574-XLOC_006229
16725334	0.536498	4.60e-02	2.09667671	-3.96541	1.77e-01	NM_001098835	
16687467	0.536498	4.60e-02	2.09666844	-3.96543	1.84e-01		ENST00000194214
16655629	0.536498	4.60e-02	-2.09664749	-3.96546	-6.72e-01		--normgene->intron
17043882	0.536498	4.60e-02	2.09663193	-3.96549	4.41e-01	NM_178423	
16669084	0.536498	4.60e-02	-2.09662832	-3.96549	-2.96e-01		TCONS_00001115-XLOC_000361
17025874	0.536498	4.60e-02	-2.09657129	-3.96559	-2.62e-01		TCONS_00011625-XLOC_005937
17113378	0.536498	4.60e-02	-2.09652009	-3.96568	-1.73e-01	NM_000555	
16655929	0.536498	4.60e-02	-2.09647365	-3.96576	-6.37e-01		--normgene->intron
